age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,sex,capital-gain,capital-loss,hours-per-week,native-country,exceeds50K
28, Private,163320, HS-grad,9, Never-married, Transport-moving, Own-child, Male,0,0,40, United-States,0
38, Private,30529, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, Male,3411,0,40, United-States,0
44, Private,191814, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Male,0,0,45, United-States,0
41, Private,105616, Some-college,10, Widowed, Adm-clerical, Unmarried, Female,0,0,48, United-States,0
26, Private,206199, HS-grad,9, Never-married, Adm-clerical, Own-child, Male,0,0,40, United-States,0
44, Private,32000, Some-college,10, Married-civ-spouse, Tech-support, Husband, Male,0,0,18, United-States,1
46, State-gov,106444, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, Male,7688,0,38, United-States,1
50, Private,143353, HS-grad,9, Divorced, Priv-house-serv, Unmarried, Female,0,0,12, United-States,0
23, Private,276568, Some-college,10, Never-married, Sales, Own-child, Female,0,0,40, United-States,0
33, Private,96635, Some-college,10, Never-married, Sales, Not-in-family, Male,0,0,26, South,0
24, Private,376474, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, Male,0,0,65, United-States,0
59, Private,245196, 10th,6, Married-civ-spouse, Transport-moving, Husband, Male,0,0,40, United-States,1
27, Private,452963, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, Male,0,0,40, United-States,0
32, Private,149531, HS-grad,9, Never-married, Machine-op-inspct, Own-child, Male,0,0,40, United-States,0
32, Self-emp-not-inc,84119, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,45, United-States,0
60, ?,386261, Bachelors,13, Married-spouse-absent, ?, Unmarried, Female,0,0,15, United-States,0
64, Self-emp-inc,51286, Masters,14, Married-civ-spouse, Sales, Husband, Male,6418,0,65, United-States,1
42, Private,37937, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,55, United-States,1
43, Self-emp-not-inc,170230, Bachelors,13, Never-married, Sales, Not-in-family, Female,0,0,60, United-States,0
44, Private,160369, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,60, United-States,0
49, Private,216734, Bachelors,13, Divorced, Exec-managerial, Not-in-family, Female,0,0,40, United-States,0
41, Private,154668, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,40, United-States,0
38, Private,64875, Some-college,10, Never-married, Farming-fishing, Unmarried, Male,0,0,60, United-States,0
24, Private,385540, HS-grad,9, Married-civ-spouse, Sales, Husband, Male,0,0,40, Mexico,0
31, Federal-gov,113688, HS-grad,9, Never-married, Machine-op-inspct, Unmarried, Female,0,0,40, United-States,0
51, Private,175246, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Male,0,0,50, United-States,1
33, Private,149902, Some-college,10, Divorced, Exec-managerial, Unmarried, Female,0,0,40, United-States,0
35, Private,434114, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, Male,0,0,40, Mexico,0
30, Private,194971, HS-grad,9, Married-civ-spouse, Other-service, Husband, Male,0,0,52, China,0
18, Private,64253, 11th,7, Never-married, Sales, Own-child, Female,0,0,20, United-States,0
31, Private,104729, 1st-4th,2, Married-civ-spouse, Handlers-cleaners, Husband, Male,0,0,35, Mexico,0
43, Private,132633, Some-college,10, Married-civ-spouse, Handlers-cleaners, Wife, Female,0,0,40, ?,0
28, ?,375703, HS-grad,9, Divorced, ?, Other-relative, Female,0,1721,40, United-States,0
27, ?,249463, Assoc-voc,11, Married-civ-spouse, ?, Husband, Male,0,0,20, United-States,0
26, Private,245029, Bachelors,13, Never-married, Adm-clerical, Not-in-family, Female,0,0,40, United-States,0
42, State-gov,55764, Assoc-acdm,12, Divorced, Prof-specialty, Not-in-family, Male,0,0,40, United-States,0
19, Without-pay,43887, HS-grad,9, Never-married, Farming-fishing, Own-child, Male,0,0,10, United-States,0
29, Private,103628, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, Female,0,0,40, United-States,1
58, Private,188982, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, Male,0,0,20, United-States,1
75, Private,256474, Masters,14, Never-married, Protective-serv, Not-in-family, Male,0,0,16, United-States,0
28, Local-gov,125159, Some-college,10, Never-married, Adm-clerical, Other-relative, Male,0,0,40, Haiti,0
49, Local-gov,53482, Some-college,10, Divorced, Adm-clerical, Unmarried, Female,0,0,40, United-States,0
21, Private,292264, HS-grad,9, Never-married, Craft-repair, Not-in-family, Male,0,0,35, United-States,0
50, Local-gov,237356, Some-college,10, Married-civ-spouse, Protective-serv, Husband, Male,7298,0,40, United-States,1
24, Private,354351, HS-grad,9, Never-married, Craft-repair, Own-child, Male,0,0,40, United-States,0
27, Private,373499, 5th-6th,3, Never-married, Other-service, Not-in-family, Male,0,0,60, El-Salvador,0
39, Private,209867, Some-college,10, Never-married, Adm-clerical, Not-in-family, Female,13550,0,45, United-States,1
32, Private,340917, Masters,14, Married-civ-spouse, Prof-specialty, Husband, Male,0,1848,60, ?,1
35, Self-emp-inc,64874, Assoc-acdm,12, Never-married, Sales, Own-child, Male,0,0,40, United-States,0
49, Private,195612, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, Male,7298,0,40, United-States,1
57, State-gov,32694, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,40, United-States,1
32, Private,72887, Some-college,10, Married-civ-spouse, Sales, Husband, Male,0,0,40, United-States,1
30, Private,262994, Some-college,10, Divorced, Craft-repair, Not-in-family, Male,0,0,40, United-States,0
28, Private,192591, Bachelors,13, Never-married, Adm-clerical, Not-in-family, Female,0,0,45, United-States,0
30, Local-gov,178383, Some-college,10, Separated, Handlers-cleaners, Not-in-family, Male,0,0,40, United-States,0
21, Private,270043, Some-college,10, Never-married, Tech-support, Own-child, Female,0,0,25, United-States,0
33, Private,147700, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,0
24, ?,256240, 7th-8th,4, Married-civ-spouse, ?, Own-child, Male,0,0,60, United-States,0
33, Private,1161363, Some-college,10, Separated, Tech-support, Unmarried, Female,0,0,50, Columbia,0
35, Private,191103, HS-grad,9, Married-civ-spouse, Sales, Husband, Male,0,0,40, United-States,0
30, Self-emp-inc,77689, Bachelors,13, Married-civ-spouse, Sales, Husband, Male,7688,0,50, United-States,1
25, Private,257910, Bachelors,13, Never-married, Exec-managerial, Not-in-family, Male,0,0,50, United-States,0
46, Private,269284, Assoc-acdm,12, Widowed, Adm-clerical, Unmarried, Female,0,0,40, United-States,0
25, Private,253267, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, Male,0,1902,36, United-States,1
43, Local-gov,330174, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,0
34, Self-emp-not-inc,114185, Bachelors,13, Divorced, Transport-moving, Not-in-family, Male,0,0,50, ?,0
20, Private,109813, 11th,7, Never-married, Tech-support, Other-relative, Male,0,0,40, United-States,0
36, Private,203482, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Male,0,0,40, United-States,0
19, Private,291181, 9th,5, Never-married, Other-service, Own-child, Female,0,0,50, Mexico,0
39, Private,91367, Masters,14, Married-civ-spouse, Exec-managerial, Husband, Male,0,1848,45, United-States,1
20, Private,33221, Some-college,10, Never-married, Other-service, Own-child, Female,0,0,25, United-States,0
31, Private,106347, 11th,7, Separated, Other-service, Not-in-family, Female,0,0,42, United-States,0
34, Private,141118, Masters,14, Divorced, Prof-specialty, Own-child, Female,0,0,60, United-States,1
50, Local-gov,154779, Some-college,10, Divorced, Adm-clerical, Not-in-family, Female,0,0,40, United-States,0
23, Self-emp-not-inc,111296, 11th,7, Never-married, Craft-repair, Own-child, Male,0,0,50, Mexico,0
43, Private,151089, Some-college,10, Married-civ-spouse, Transport-moving, Husband, Male,0,0,50, United-States,0
45, Local-gov,133969, Bachelors,13, Married-civ-spouse, Transport-moving, Husband, Male,0,0,40, Thailand,0
40, State-gov,86912, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,50, United-States,1
52, Self-emp-not-inc,34973, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, Male,0,1887,60, United-States,1
67, ?,187553, 7th-8th,4, Divorced, ?, Not-in-family, Male,0,0,40, United-States,0
44, Private,167725, HS-grad,9, Married-civ-spouse, Sales, Husband, Male,0,0,24, United-States,0
54, Private,188186, HS-grad,9, Never-married, Other-service, Other-relative, Female,0,0,20, Hungary,0
30, Private,202051, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,42, United-States,1
41, Self-emp-inc,32185, Bachelors,13, Married-civ-spouse, Tech-support, Husband, Male,0,0,40, United-States,0
28, Federal-gov,188278, Bachelors,13, Never-married, Protective-serv, Not-in-family, Male,0,0,50, United-States,0
34, Private,421200, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,0
55, Private,125147, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,45, United-States,1
49, Private,140826, Masters,14, Married-civ-spouse, Exec-managerial, Husband, Male,99999,0,50, ?,1
34, Self-emp-not-inc,190290, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,1
40, Private,137304, Bachelors,13, Never-married, Adm-clerical, Unmarried, Female,0,0,65, United-States,0
61, Private,232808, 10th,6, Divorced, Other-service, Not-in-family, Male,0,0,24, United-States,0
42, Private,201495, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,40, United-States,0
37, Private,190964, HS-grad,9, Separated, Exec-managerial, Own-child, Male,0,0,40, United-States,0
28, Local-gov,213195, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Wife, Female,0,0,40, United-States,1
34, Private,184147, HS-grad,9, Separated, Sales, Unmarried, Female,0,0,20, United-States,0
43, Private,102606, HS-grad,9, Married-civ-spouse, Sales, Husband, Male,0,0,48, United-States,0
34, Private,329170, Some-college,10, Never-married, Adm-clerical, Not-in-family, Female,6849,0,70, United-States,0
41, Self-emp-inc,151089, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,50, United-States,0
35, State-gov,349066, HS-grad,9, Divorced, Machine-op-inspct, Own-child, Male,0,0,40, United-States,0
50, Self-emp-inc,160107, Masters,14, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,55, United-States,1
25, Private,267594, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, Female,0,0,40, United-States,0
39, Private,109351, Assoc-voc,11, Separated, Adm-clerical, Not-in-family, Female,0,0,40, United-States,0
38, Private,33394, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,60, United-States,0
17, Private,270587, 11th,7, Never-married, Other-service, Own-child, Male,0,0,20, England,0
23, Private,123586, Some-college,10, Never-married, Adm-clerical, Own-child, Male,0,0,25, United-States,0
48, Local-gov,193960, Masters,14, Married-civ-spouse, Prof-specialty, Husband, Male,7688,0,50, United-States,1
33, Private,460408, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,40, Mexico,0
19, Private,328167, HS-grad,9, Never-married, Other-service, Own-child, Male,0,0,35, United-States,0
71, Private,149040, 12th,8, Never-married, Other-service, Not-in-family, Female,0,0,40, United-States,0
22, Private,199266, HS-grad,9, Never-married, Other-service, Not-in-family, Female,0,0,45, United-States,0
35, Private,184655, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Male,0,0,40, United-States,0
39, Private,99270, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, Female,0,0,50, Germany,1
27, State-gov,56365, Masters,14, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,20, China,0
36, Private,170376, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,45, United-States,1
60, ?,230165, Bachelors,13, Married-civ-spouse, ?, Husband, Male,0,0,40, United-States,0
26, ?,152046, 11th,7, Never-married, ?, Not-in-family, Female,0,0,35, Germany,0
30, Private,315640, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, Male,0,1977,40, China,1
37, Private,137229, Assoc-voc,11, Divorced, Sales, Not-in-family, Male,0,0,45, United-States,1
32, Private,118551, HS-grad,9, Divorced, Other-service, Unmarried, Female,0,0,80, United-States,0
36, Private,206521, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, Male,0,0,40, United-States,0
90, Private,313749, HS-grad,9, Widowed, Adm-clerical, Unmarried, Female,0,0,25, United-States,0
20, State-gov,231931, Some-college,10, Never-married, Prof-specialty, Own-child, Male,0,0,40, United-States,0
44, Private,118212, 10th,6, Married-civ-spouse, Machine-op-inspct, Husband, Male,0,0,40, United-States,0
55, Private,184948, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,40, United-States,0
62, Private,208711, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, Male,7688,0,50, United-States,1
48, ?,193047, HS-grad,9, Married-civ-spouse, ?, Husband, Male,0,0,40, United-States,1
42, Self-emp-not-inc,220647, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, Male,0,0,45, United-States,0
23, Private,32732, Some-college,10, Never-married, Sales, Not-in-family, Male,0,0,50, United-States,0
27, Private,103634, HS-grad,9, Divorced, Adm-clerical, Not-in-family, Male,0,0,38, United-States,0
36, Private,178322, HS-grad,9, Divorced, Transport-moving, Unmarried, Male,0,0,40, United-States,0
41, Private,169823, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,46, United-States,1
72, Private,205343, 11th,7, Widowed, Adm-clerical, Unmarried, Female,0,0,40, United-States,0
33, Private,323811, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, Male,0,0,55, United-States,0
39, Self-emp-not-inc,245361, Some-college,10, Never-married, Prof-specialty, Own-child, Female,0,0,10, United-States,0
29, Private,62345, HS-grad,9, Married-civ-spouse, Other-service, Other-relative, Female,0,0,40, ?,0
50, Private,156877, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, Male,0,0,35, United-States,0
42, Self-emp-not-inc,210013, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Male,0,0,45, United-States,0
40, Private,106698, Assoc-acdm,12, Divorced, Transport-moving, Unmarried, Female,0,0,40, United-States,0
34, Private,144798, Some-college,10, Never-married, Adm-clerical, Not-in-family, Female,0,0,40, United-States,0
28, Private,192200, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,40, ?,0
58, Self-emp-not-inc,98015, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, Male,15024,0,32, United-States,1
44, Private,344060, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Male,27828,0,40, United-States,1
33, Private,80945, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Male,0,0,40, United-States,0
60, Private,106850, 10th,6, Divorced, Machine-op-inspct, Not-in-family, Female,0,0,40, United-States,0
53, Private,197054, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,0
42, Private,376072, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Male,0,0,30, United-States,0
31, Private,446358, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, Male,0,0,40, Mexico,0
19, Private,163015, Some-college,10, Never-married, Sales, Own-child, Female,0,0,20, United-States,0
39, Private,224541, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,1
57, Self-emp-not-inc,25124, HS-grad,9, Married-civ-spouse, Other-service, Husband, Male,0,0,60, United-States,0
33, Private,198613, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,0
42, Self-emp-inc,23813, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, Male,2885,0,30, United-States,0
28, Local-gov,332249, HS-grad,9, Separated, Transport-moving, Own-child, Male,0,0,45, United-States,0
43, State-gov,227910, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Wife, Female,0,0,40, United-States,1
51, Private,57101, 9th,5, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,0
31, Private,37939, Some-college,10, Married-civ-spouse, Sales, Husband, Male,0,0,43, United-States,0
53, Private,213378, HS-grad,9, Separated, Sales, Not-in-family, Female,0,0,33, United-States,0
22, ?,210802, Some-college,10, Never-married, ?, Not-in-family, Female,0,0,35, United-States,0
34, Self-emp-not-inc,181087, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, Male,0,0,45, United-States,0
34, Private,163581, HS-grad,9, Never-married, Other-service, Not-in-family, Male,10520,0,40, Puerto-Rico,1
44, Private,193524, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,40, United-States,0
65, Private,193216, HS-grad,9, Married-civ-spouse, Sales, Husband, Male,9386,0,40, United-States,1
49, Private,213431, HS-grad,9, Separated, Prof-specialty, Unmarried, Female,0,0,40, United-States,0
42, State-gov,172307, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,45, United-States,0
47, Self-emp-not-inc,51664, 11th,7, Married-civ-spouse, Farming-fishing, Husband, Male,0,0,60, United-States,0
27, State-gov,249362, Some-college,10, Married-civ-spouse, Transport-moving, Husband, Male,3411,0,40, United-States,0
37, Private,185567, HS-grad,9, Divorced, Machine-op-inspct, Unmarried, Male,0,0,40, United-States,1
34, Private,216645, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Male,0,0,40, United-States,1
31, Local-gov,275369, Some-college,10, Never-married, Protective-serv, Not-in-family, Male,0,0,40, United-States,0
40, Private,200671, HS-grad,9, Divorced, Machine-op-inspct, Own-child, Male,0,0,40, United-States,0
65, Self-emp-not-inc,200565, Some-college,10, Married-civ-spouse, Sales, Husband, Male,0,0,18, United-States,0
26, Local-gov,143583, Masters,14, Never-married, Prof-specialty, Not-in-family, Female,0,0,40, United-States,0
57, Private,142924, Bachelors,13, Separated, Exec-managerial, Unmarried, Female,0,0,40, United-States,0
23, State-gov,103588, Some-college,10, Never-married, Adm-clerical, Own-child, Male,0,0,25, United-States,0
35, State-gov,211115, Some-college,10, Never-married, Protective-serv, Not-in-family, Male,0,0,40, United-States,0
30, Local-gov,204494, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Male,3137,0,70, Germany,0
46, Federal-gov,31141, Some-college,10, Divorced, Transport-moving, Not-in-family, Male,0,0,40, United-States,0
20, Private,334105, Some-college,10, Never-married, Other-service, Own-child, Female,0,0,10, United-States,0
88, Private,30102, Bachelors,13, Never-married, Exec-managerial, Not-in-family, Male,0,1816,50, ?,0
36, Self-emp-not-inc,129150, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, Male,0,0,50, United-States,1
48, Private,141511, Masters,14, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,40, United-States,1
51, Private,134808, HS-grad,9, Separated, Handlers-cleaners, Unmarried, Female,0,0,40, United-States,0
32, Federal-gov,174215, Bachelors,13, Never-married, Exec-managerial, Not-in-family, Female,0,0,60, United-States,0
31, Private,401069, Some-college,10, Never-married, Adm-clerical, Unmarried, Female,0,0,39, United-States,0
27, Private,269354, Bachelors,13, Married-civ-spouse, Sales, Husband, Male,0,0,25, ?,0
50, Private,485710, Doctorate,16, Divorced, Prof-specialty, Not-in-family, Female,0,0,50, United-States,0
34, Private,121966, Bachelors,13, Married-spouse-absent, Adm-clerical, Not-in-family, Female,0,0,45, United-States,0
39, Private,180667, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, Male,0,0,40, United-States,0
52, Private,155278, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Male,0,0,40, United-States,0
45, Private,105381, Some-college,10, Divorced, Machine-op-inspct, Not-in-family, Female,0,0,40, United-States,0
72, Private,181494, HS-grad,9, Widowed, Other-service, Unmarried, Female,0,0,25, United-States,0
23, Private,86939, HS-grad,9, Divorced, Handlers-cleaners, Not-in-family, Male,0,0,50, United-States,0
46, Private,191357, Bachelors,13, Married-civ-spouse, Tech-support, Husband, Male,0,0,40, United-States,0
50, Private,152810, Bachelors,13, Married-civ-spouse, Sales, Husband, Male,0,0,40, United-States,1
55, Private,147098, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,50, United-States,1
40, Self-emp-not-inc,55363, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Male,3411,0,40, United-States,0
35, Private,216473, HS-grad,9, Divorced, Craft-repair, Unmarried, Male,0,0,40, United-States,0
27, Private,175387, Bachelors,13, Never-married, Exec-managerial, Not-in-family, Male,0,1876,40, United-States,0
40, Private,143327, Some-college,10, Separated, Handlers-cleaners, Not-in-family, Male,0,0,40, United-States,0
43, Self-emp-inc,375807, Bachelors,13, Married-civ-spouse, Sales, Husband, Male,0,1977,60, United-States,1
45, Private,44791, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Male,0,0,40, United-States,0
19, Private,311293, HS-grad,9, Never-married, Other-service, Own-child, Male,0,0,25, United-States,0
34, Private,160449, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Male,0,0,44, United-States,1
31, Local-gov,219883, HS-grad,9, Never-married, Protective-serv, Not-in-family, Male,0,0,40, United-States,0
65, ?,160654, HS-grad,9, Married-civ-spouse, ?, Husband, Male,0,0,20, United-States,0
26, Private,417941, Bachelors,13, Never-married, Exec-managerial, Not-in-family, Female,0,0,40, United-States,0
52, Local-gov,378045, HS-grad,9, Divorced, Adm-clerical, Not-in-family, Female,0,0,45, United-States,0
46, Self-emp-inc,168211, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,75, United-States,1
20, ?,291746, 12th,8, Never-married, ?, Own-child, Male,0,0,40, United-States,0
28, Private,198493, Assoc-acdm,12, Never-married, Adm-clerical, Other-relative, Male,0,0,35, United-States,0
47, Local-gov,121124, Masters,14, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,35, United-States,1
36, Private,162651, HS-grad,9, Separated, Adm-clerical, Not-in-family, Male,0,0,40, Columbia,0
39, Private,126675, Masters,14, Married-civ-spouse, Sales, Husband, Male,0,0,50, United-States,1
23, Private,437161, Some-college,10, Never-married, Other-service, Unmarried, Female,0,0,40, United-States,0
46, Local-gov,167159, Some-college,10, Married-civ-spouse, Protective-serv, Husband, Male,0,0,70, United-States,1
83, ?,251951, HS-grad,9, Widowed, ?, Not-in-family, Female,0,0,20, United-States,0
48, Private,102938, Bachelors,13, Never-married, Other-service, Unmarried, Female,0,0,40, Vietnam,0
41, Local-gov,291831, Masters,14, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,35, United-States,0
39, Private,30673, Some-college,10, Divorced, Handlers-cleaners, Not-in-family, Male,0,0,50, United-States,1
33, Private,172579, HS-grad,9, Married-civ-spouse, Craft-repair, Wife, Female,0,0,40, United-States,0
27, Private,74056, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, Male,0,0,48, United-States,0
58, Private,179715, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,47, United-States,1
34, Self-emp-not-inc,114074, Assoc-voc,11, Widowed, Exec-managerial, Unmarried, Female,0,0,40, United-States,0
25, Private,195914, Some-college,10, Never-married, Sales, Own-child, Female,3418,0,30, United-States,0
54, Private,123011, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,1
36, State-gov,180752, Bachelors,13, Never-married, Protective-serv, Unmarried, Female,0,0,40, United-States,0
20, Private,91939, HS-grad,9, Never-married, Adm-clerical, Not-in-family, Female,0,1721,30, United-States,0
29, Private,133420, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Male,5013,0,40, United-States,0
52, Private,30908, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, Male,0,0,60, United-States,0
43, Private,112607, 11th,7, Married-civ-spouse, Sales, Husband, Male,0,0,60, United-States,0
36, Local-gov,380614, Bachelors,13, Married-civ-spouse, Adm-clerical, Wife, Female,0,0,35, Germany,1
18, Private,150817, 11th,7, Never-married, Sales, Own-child, Female,0,0,20, United-States,0
48, Private,107682, HS-grad,9, Widowed, Machine-op-inspct, Not-in-family, Female,0,0,10, United-States,0
59, Local-gov,130532, Bachelors,13, Divorced, Adm-clerical, Not-in-family, Female,0,0,45, United-States,0
46, Self-emp-not-inc,80914, Masters,14, Divorced, Exec-managerial, Not-in-family, Male,0,0,30, United-States,0
55, Private,174662, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Male,0,0,32, United-States,0
30, Private,342709, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, Male,0,0,40, United-States,0
53, Local-gov,137250, Masters,14, Widowed, Prof-specialty, Unmarried, Female,0,1669,35, United-States,0
21, Private,202214, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, Female,0,0,40, United-States,0
35, Private,190174, Some-college,10, Never-married, Exec-managerial, Not-in-family, Female,0,0,40, United-States,0
21, Private,172047, Some-college,10, Never-married, Tech-support, Own-child, Male,0,0,20, United-States,0
36, Private,65624, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Male,0,0,40, United-States,0
54, Local-gov,135840, 10th,6, Married-civ-spouse, Protective-serv, Husband, Male,0,0,45, United-States,0
26, Private,156976, Assoc-voc,11, Separated, Other-service, Not-in-family, Male,0,0,40, United-States,0
22, Self-emp-inc,40767, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,0
39, Private,189382, Some-college,10, Never-married, Adm-clerical, Not-in-family, Female,0,0,40, United-States,0
27, Private,318639, 10th,6, Never-married, Other-service, Not-in-family, Male,0,0,60, Mexico,0
53, Private,178356, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, Male,2407,0,99, United-States,0
42, State-gov,222884, Bachelors,13, Divorced, Adm-clerical, Not-in-family, Male,0,0,40, United-States,0
50, Self-emp-inc,283676, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, Male,15024,0,60, United-States,1
58, Private,156493, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Male,0,0,35, United-States,0
46, Private,137354, Masters,14, Married-civ-spouse, Tech-support, Husband, Male,0,0,40, Philippines,1
19, Private,286002, Some-college,10, Never-married, Adm-clerical, Other-relative, Male,0,0,30, Nicaragua,0
36, Federal-gov,218542, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Wife, Female,0,0,40, United-States,1
29, Private,37599, Some-college,10, Divorced, Adm-clerical, Not-in-family, Male,0,0,36, United-States,0
47, Private,105495, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, Female,0,0,50, United-States,1
35, Private,174938, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, Male,0,0,40, United-States,0
41, Private,99254, Masters,14, Divorced, Other-service, Unmarried, Female,0,0,30, United-States,0
27, Private,161155, 10th,6, Never-married, Other-service, Not-in-family, Male,0,0,40, United-States,0
45, Private,207955, 5th-6th,3, Married-spouse-absent, Other-service, Not-in-family, Male,0,0,40, Ecuador,0
43, Local-gov,212206, Assoc-voc,11, Married-civ-spouse, Adm-clerical, Wife, Female,0,0,40, United-States,1
24, Private,259865, HS-grad,9, Never-married, Adm-clerical, Not-in-family, Female,0,0,30, United-States,0
55, Self-emp-not-inc,193374, HS-grad,9, Divorced, Craft-repair, Not-in-family, Male,0,0,40, United-States,0
23, Private,109053, HS-grad,9, Never-married, Handlers-cleaners, Other-relative, Male,0,0,60, United-States,0
39, Self-emp-inc,210610, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,31, Cuba,1
47, Private,151826, 10th,6, Divorced, Tech-support, Unmarried, Female,0,0,38, United-States,0
33, Private,154981, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, Male,0,1902,50, United-States,1
30, Local-gov,40338, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,0
36, Private,180278, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Male,0,0,40, United-States,0
